1;-1400,000000;-1399,999301;-1399,999486;0,000620;0,055895;-1355,973748;-1378,475813;66,138286;1,709356;-1400,000000;-1400,000000;0,000000;2,697330;-1399,999999;-1400,000000;0,000001;1,303010;-1400,000000;-1400,000000;0,000000;0,011727;
2;-1300,000000;-496,657046;-796,495097;744,231569;0,062120;86373,861889;35424,703621;146186,025398;1,698535;56632,755726;-1300,000000;283811,381842;2,510467;-1250,596364;-1278,798570;71,165426;1,329651;-1300,000000;-1300,000000;0,000000;0,015737;
3;-1200,000000;-1199,697480;-1199,917254;0,626255;0,059795;74274,986104;5395,251519;184257,050933;0,041059;34030706,155460;468561,218204;55491162,288355;0,747708;1394382,319841;-1199,988002;2394821,227786;1,317914;2299905,085277;-1200,000000;11225754,725881;0,016983;
4;-1100,000000;-1099,075598;-1099,958052;1,760035;0,059810;12211,592481;-1099,685926;38559,178754;1,689577;542976,391918;-1100,000000;2605282,293342;2,329540;-1099,970306;-1099,988234;0,037532;1,327910;-1100,000000;-1100,000000;0,000000;0,010615;
5;-1000,000000;-999,995743;-999,996133;0,002849;0,059880;-987,665249;-994,747675;16,551161;1,692415;-1000,000000;-1000,000000;0,000000;1,079086;-999,999603;-999,999746;0,000377;1,316047;-1000,000000;-1000,000000;0,000000;0,018438;
6;-900,000000;-899,999520;-899,999998;0,001074;0,056953;-899,848134;-899,918114;0,205952;1,682685;-899,989888;-900,000000;0,034320;2,466723;-899,980802;-899,984192;0,012387;1,307659;-900,000000;-900,000000;0,000000;0,014936;
7;-800,000000;-795,968463;-799,902212;8,707814;0,071242;-785,485451;-785,262804;11,130555;0,043438;26684,896785;-752,845118;56196,465695;0,770835;-795,048908;-794,956541;3,608515;1,330660;221984,394302;211404,195422;83898,279429;0,006858;
8;-700,000000;-697,885663;-699,888909;5,963975;0,065973;-682,914808;-680,351455;4,480522;0,037091;-681,715450;-679,997057;4,472948;0,452229;-679,996959;-679,998718;0,003927;1,336719;-679,968190;-679,990033;0,055632;0,009083;
9;-600,000000;-599,957948;-599,950725;0,022290;0,306628;-599,354812;-599,334620;0,218877;0,070192;-598,333835;-598,221219;0,639443;2,612479;-598,304194;-598,216630;0,227855;1,572540;-597,459189;-597,429233;0,187653;0,011473;
10;-500,000000;-499,978944;-499,986397;0,017865;0,060365;-495,662646;-497,911238;5,122527;1,692102;-499,701817;-499,940822;0,905195;2,460452;-499,586417;-499,772838;0,521773;1,317150;-496,826702;-497,889049;3,706848;0,010664;
11;-400,000000;-399,500503;-399,499437;0,497138;0,067270;-396,812170;-397,465403;2,164909;0,127346;-395,025210;-395,025210;0,000000;2,639489;-396,219158;-395,025210;1,616614;1,334838;-395,025210;-395,025210;0,000000;0,008360;
12;-300,000000;-297,907751;-298,502066;1,805507;0,067984;-295,112129;-296,497189;4,194257;0,119579;-287,065568;-287,065568;0,000000;2,723799;-290,686695;-287,065567;3,856831;1,337083;-287,065568;-287,065568;0,000000;0,008908;
13;-200,000000;-198,781325;-198,005823;0,994269;0,068622;-194,425715;-196,380738;3,573927;0,120841;-196,454492;-196,451590;2,670386;2,464336;-193,905073;-193,110051;3,607487;1,344925;-186,617758;-193,110051;11,241523;0,007727;
14;-100,000000;-94,613567;-99,340999;7,476483;0,064051;31,515346;37,041010;77,902047;1,701187;98,203392;117,451843;144,254696;2,658346;160,113588;117,451919;113,447498;1,326264;273,120832;255,660079;24,042709;0,009064;
15;100,000000;112,852656;100,410739;37,263094;0,065513;259,617900;261,899706;90,507459;1,702797;175,290819;116,757220;98,294254;2,671966;181,775170;116,757979;111,915510;1,326053;218,866088;116,757220;115,194339;0,010526;
16;200,000000;200,714616;200,670196;0,305953;0,173073;200,000000;200,000000;0,000000;1,833595;202,987276;203,427726;2,069836;2,634032;201,882201;201,161201;1,686355;1,436177;219,487831;212,102316;17,315050;0,011861;
17;300,000000;302,398389;302,506798;1,783191;0,067640;306,224421;305,926813;2,615338;1,699104;309,295017;310,152322;2,358254;2,698983;304,957294;304,639438;1,595803;1,324616;310,654670;310,333182;2,312001;0,011425;
18;400,000000;401,929284;402,178887;1,481684;0,067181;406,708944;406,454129;2,682552;1,700469;409,047596;409,947261;2,490417;2,674915;410,003971;410,095846;2,050170;1,328317;409,831705;409,947261;0,899188;0,007406;
19;500,000000;500,012404;500,000000;0,018179;0,058380;500,569064;500,443183;0,490690;1,672919;500,074473;500,059006;0,089779;2,552831;500,251035;500,252636;0,212788;1,312496;510,336161;500,121742;31,733306;0,012500;
20;600,000000;600,036735;600,019432;0,043757;0,061584;600,339498;600,292657;0,185013;0,055177;600,630929;600,674838;0,364852;0,928367;600,085889;600,074448;0,060141;1,331544;601,000000;601,000000;0,000000;0,003398;
21;700,000000;710,941720;700,928720;29,741008;0,084821;804,176523;815,153091;31,022473;0,042503;806,750326;800,000000;47,478587;1,948300;700,020115;700,016858;0,019795;1,353594;700,000002;700,000001;0,000001;0,015929;
22;800,000000;826,455047;827,017913;22,656002;0,090502;982,568820;987,095015;90,121521;0,923618;1000,312960;1047,957750;158,889569;2,708825;1139,291654;1178,684644;115,654470;1,360665;1208,223628;1209,994167;38,196482;0,009533;
23;900,000000;950,649336;916,171688;69,265910;0,090858;1107,669233;1118,225495;96,930633;1,333209;1057,604703;983,857078;127,935027;2,708863;1053,738582;983,857415;114,489933;1,364278;1061,530363;983,857078;124,448418;0,010461;
24;1000,000000;1003,177510;1001,606519;5,463732;0,335545;1065,508656;1076,426843;33,675347;0,085685;1033,048141;1018,804908;25,346146;2,994741;1032,194307;1018,805425;27,099099;1,623048;1030,674362;1018,804980;23,738782;0,016202;
25;1100,000000;1110,519335;1100,115973;31,202233;0,335428;1182,668975;1204,809031;36,606803;0,088692;1207,438948;1205,484702;41,381529;2,777025;1210,880823;1205,489603;20,538323;1,623690;1224,610344;1205,489635;30,665011;0,018405;
26;1200,000000;1201,457561;1200,266218;1,886037;0,358974;1253,605197;1256,406431;35,577251;0,111177;1223,818999;1204,307274;26,183963;3,015199;1226,714073;1204,307449;32,637897;1,645968;1220,679503;1204,307274;26,253974;0,011718;
27;1300,000000;1363,493101;1303,952249;119,109627;0,350742;1516,443250;1498,446933;76,633273;0,091783;1600,849155;1638,779138;87,769968;0,014628;1546,926222;1654,601219;182,698524;1,639299;1649,081799;1646,952545;109,990273;0,019744;
28;1400,000000;1400,514013;1400,448129;0,259844;0,107139;1497,929309;1507,199991;39,497275;0,048556;1565,279472;1489,241236;267,142577;2,401805;1582,622068;1400,013706;283,093033;1,391476;2120,131637;2124,281784;277,491830;0,011579;
